100,99,98,97,96,95,94,93,92,91,1,2,3,4,5,6,7,8,9,10,91,92,93,94,95,96,97,98,99,100,1,2,3,4,5,6,7,8,9,10,91,92,93,94,95,96,97,98,99,100,1,2,3,4,5,6,7,8,9,10,91,92,93,94,95,96,97,98,99,100,1,2,3,4,5,6,7,8,9,10,91,92,93,94,95,96,97,98,99,100,1,2,3,4,5,6,7,8,9,10
81,82,83,84,85,86,87,88,89,90,20,19,18,17,16,15,14,13,12,11,90,89,88,87,86,85,84,83,82,81,20,19,18,17,16,15,14,13,12,11,90,89,88,87,86,85,84,83,82,81,20,19,18,17,16,15,14,13,12,11,90,89,88,87,86,85,84,83,82,81,20,19,18,17,16,15,14,13,12,11,90,89,88,87,86,85,84,83,82,81,20,19,18,17,16,15,14,13,12,11
80,79,78,77,76,75,74,73,72,71,21,22,23,24,25,26,27,28,29,30,71,72,73,74,75,76,77,78,79,80,21,22,23,24,25,26,27,28,29,30,71,72,73,74,75,76,77,78,79,80,21,22,23,24,25,26,27,28,29,30,71,72,73,74,75,76,77,78,79,80,21,22,23,24,25,26,27,28,29,30,71,72,73,74,75,76,77,78,79,80,21,22,23,24,25,26,27,28,29,30
61,62,63,64,65,66,67,68,69,70,40,39,38,37,36,35,34,33,32,31,70,69,68,67,66,65,64,63,62,61,40,39,38,37,36,35,34,33,32,31,70,69,68,67,66,65,64,63,62,61,40,39,38,37,36,35,34,33,32,31,70,69,68,67,66,65,64,63,62,61,40,39,38,37,36,35,34,33,32,31,70,69,68,67,66,65,64,63,62,61,40,39,38,37,36,35,34,33,32,31
60,59,58,57,56,55,54,53,52,51,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,41,42,43,44,45,46,47,48,49,50
41,42,43,44,45,46,47,48,49,50,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,60,59,58,57,56,55,54,53,52,51
40,39,38,37,36,35,34,33,32,31,61,62,63,64,65,66,67,68,69,70,31,32,33,34,35,36,37,38,39,40,61,62,63,64,65,66,67,68,69,70,31,32,33,34,35,36,37,38,39,40,61,62,63,64,65,66,67,68,69,70,31,32,33,34,35,36,37,38,39,40,61,62,63,64,65,66,67,68,69,70,31,32,33,34,35,36,37,38,39,40,61,62,63,64,65,66,67,68,69,70
21,22,23,24,25,26,27,28,29,30,80,79,78,77,76,75,74,73,72,71,30,29,28,27,26,25,24,23,22,21,80,79,78,77,76,75,74,73,72,71,30,29,28,27,26,25,24,23,22,21,80,79,78,77,76,75,74,73,72,71,30,29,28,27,26,25,24,23,22,21,80,79,78,77,76,75,74,73,72,71,30,29,28,27,26,25,24,23,22,21,80,79,78,77,76,75,74,73,72,71
20,19,18,17,16,15,14,13,12,11,81,82,83,84,85,86,87,88,89,90,11,12,13,14,15,16,17,18,19,20,81,82,83,84,85,86,87,88,89,90,11,12,13,14,15,16,17,18,19,20,81,82,83,84,85,86,87,88,89,90,11,12,13,14,15,16,17,18,19,20,81,82,83,84,85,86,87,88,89,90,11,12,13,14,15,16,17,18,19,20,81,82,83,84,85,86,87,88,89,90
1,2,3,4,5,6,7,8,9,10,100,99,98,97,96,95,94,93,92,91,10,9,8,7,6,5,4,3,2,1,100,99,98,97,96,95,94,93,92,91,10,9,8,7,6,5,4,3,2,1,100,99,98,97,96,95,94,93,92,91,10,9,8,7,6,5,4,3,2,1,100,99,98,97,96,95,94,93,92,91,10,9,8,7,6,5,4,3,2,1,100,99,98,97,96,95,94,93,92,91
100,99,98,97,96,95,94,93,92,91,1,20,21,40,41,60,61,80,81,100,1,20,21,40,41,60,61,80,81,100,1,20,21,40,41,60,61,80,81,100,1,20,21,40,41,60,61,80,81,100,1,20,21,40,41,60,61,80,81,100,1,20,21,40,41,60,61,80,81,100,1,20,21,40,41,60,61,80,81,100,1,20,21,40,41,60,61,80,81,100,1,2,3,4,5,6,7,8,9,10
81,82,83,84,85,86,87,88,89,90,2,19,22,39,42,59,62,79,82,99,2,19,22,39,42,59,62,79,82,99,2,19,22,39,42,59,62,79,82,99,2,19,22,39,42,59,62,79,82,99,2,19,22,39,42,59,62,79,82,99,2,19,22,39,42,59,62,79,82,99,2,19,22,39,42,59,62,79,82,99,2,19,22,39,42,59,62,79,82,99,20,19,18,17,16,15,14,13,12,11
80,79,78,77,76,75,74,73,72,71,3,18,23,38,43,58,63,78,83,98,3,18,23,38,43,58,63,78,83,98,3,18,23,38,43,58,63,78,83,98,3,18,23,38,43,58,63,78,83,98,3,18,23,38,43,58,63,78,83,98,3,18,23,38,43,58,63,78,83,98,3,18,23,38,43,58,63,78,83,98,3,18,23,38,43,58,63,78,83,98,21,22,23,24,25,26,27,28,29,30
61,62,63,64,65,66,67,68,69,70,4,17,24,37,44,57,64,77,84,97,4,17,24,37,44,57,64,77,84,97,4,17,24,37,44,57,64,77,84,97,4,17,24,37,44,57,64,77,84,97,4,17,24,37,44,57,64,77,84,97,4,17,24,37,44,57,64,77,84,97,4,17,24,37,44,57,64,77,84,97,4,17,24,37,44,57,64,77,84,97,40,39,38,37,36,35,34,33,32,31
60,59,58,57,56,55,54,53,52,51,5,16,25,36,45,56,65,76,85,96,5,16,25,36,45,56,65,76,85,96,5,16,25,36,45,56,65,76,85,96,5,16,25,36,45,56,65,76,85,96,5,16,25,36,45,56,65,76,85,96,5,16,25,36,45,56,65,76,85,96,5,16,25,36,45,56,65,76,85,96,5,16,25,36,45,56,65,76,85,96,41,42,43,44,45,46,47,48,49,50
41,42,43,44,45,46,47,48,49,50,6,15,26,35,46,55,66,75,86,95,6,15,26,35,46,55,66,75,86,95,6,15,26,35,46,55,66,75,86,95,6,15,26,35,46,55,66,75,86,95,6,15,26,35,46,55,66,75,86,95,6,15,26,35,46,55,66,75,86,95,6,15,26,35,46,55,66,75,86,95,6,15,26,35,46,55,66,75,86,95,60,59,58,57,56,55,54,53,52,51
40,39,38,37,36,35,34,33,32,31,7,14,27,34,47,54,67,74,87,94,7,14,27,34,47,54,67,74,87,94,7,14,27,34,47,54,67,74,87,94,7,14,27,34,47,54,67,74,87,94,7,14,27,34,47,54,67,74,87,94,7,14,27,34,47,54,67,74,87,94,7,14,27,34,47,54,67,74,87,94,7,14,27,34,47,54,67,74,87,94,61,62,63,64,65,66,67,68,69,70
21,22,23,24,25,26,27,28,29,30,8,13,28,33,48,53,68,73,88,93,8,13,28,33,48,53,68,73,88,93,8,13,28,33,48,53,68,73,88,93,8,13,28,33,48,53,68,73,88,93,8,13,28,33,48,53,68,73,88,93,8,13,28,33,48,53,68,73,88,93,8,13,28,33,48,53,68,73,88,93,8,13,28,33,48,53,68,73,88,93,80,79,78,77,76,75,74,73,72,71
20,19,18,17,16,15,14,13,12,11,9,12,29,32,49,52,69,72,89,92,9,12,29,32,49,52,69,72,89,92,9,12,29,32,49,52,69,72,89,92,9,12,29,32,49,52,69,72,89,92,9,12,29,32,49,52,69,72,89,92,9,12,29,32,49,52,69,72,89,92,9,12,29,32,49,52,69,72,89,92,9,12,29,32,49,52,69,72,89,92,81,82,83,84,85,86,87,88,89,90
1,2,3,4,5,6,7,8,9,10,10,11,30,31,50,51,70,71,90,91,10,11,30,31,50,51,70,71,90,91,10,11,30,31,50,51,70,71,90,91,10,11,30,31,50,51,70,71,90,91,10,11,30,31,50,51,70,71,90,91,10,11,30,31,50,51,70,71,90,91,10,11,30,31,50,51,70,71,90,91,10,11,30,31,50,51,70,71,90,91,100,99,98,97,96,95,94,93,92,91
100,81,80,61,60,41,40,21,20,1,100,81,80,61,60,41,40,21,20,1,100,81,80,61,60,41,40,21,20,1,100,81,80,61,60,41,40,21,20,1,100,81,80,61,60,41,40,21,20,1,100,81,80,61,60,41,40,21,20,1,100,81,80,61,60,41,40,21,20,1,100,81,80,61,60,41,40,21,20,1,100,81,80,61,60,41,40,21,20,1,1,2,3,4,5,6,7,8,9,10
99,82,79,62,59,42,39,22,19,2,99,82,79,62,59,42,39,22,19,2,99,82,79,62,59,42,39,22,19,2,99,82,79,62,59,42,39,22,19,2,99,82,79,62,59,42,39,22,19,2,99,82,79,62,59,42,39,22,19,2,99,82,79,62,59,42,39,22,19,2,99,82,79,62,59,42,39,22,19,2,99,82,79,62,59,42,39,22,19,2,100,83,82,65,64,47,46,29,28,11
98,83,78,63,58,43,38,23,18,3,98,83,78,63,58,43,38,23,18,3,98,83,78,63,58,43,38,23,18,3,98,83,78,63,58,43,38,23,18,3,98,83,78,63,58,43,38,23,18,3,98,83,78,63,58,43,38,23,18,3,98,83,78,63,58,43,38,23,18,3,98,83,78,63,58,43,38,23,18,3,98,83,78,63,58,43,38,23,18,3,99,84,81,66,63,48,45,30,27,12
97,84,77,64,57,44,37,24,17,4,97,84,77,64,57,44,37,24,17,4,97,84,77,64,57,44,37,24,17,4,97,84,77,64,57,44,37,24,17,4,97,84,77,64,57,44,37,24,17,4,97,84,77,64,57,44,37,24,17,4,97,84,77,64,57,44,37,24,17,4,97,84,77,64,57,44,37,24,17,4,97,84,77,64,57,44,37,24,17,4,98,85,80,67,62,49,44,31,26,13
96,85,76,65,56,45,36,25,16,5,96,85,76,65,56,45,36,25,16,5,96,85,76,65,56,45,36,25,16,5,96,85,76,65,56,45,36,25,16,5,96,85,76,65,56,45,36,25,16,5,96,85,76,65,56,45,36,25,16,5,96,85,76,65,56,45,36,25,16,5,96,85,76,65,56,45,36,25,16,5,96,85,76,65,56,45,36,25,16,5,97,86,79,68,61,50,43,32,25,14
95,86,75,66,55,46,35,26,15,6,95,86,75,66,55,46,35,26,15,6,95,86,75,66,55,46,35,26,15,6,95,86,75,66,55,46,35,26,15,6,95,86,75,66,55,46,35,26,15,6,95,86,75,66,55,46,35,26,15,6,95,86,75,66,55,46,35,26,15,6,95,86,75,66,55,46,35,26,15,6,95,86,75,66,55,46,35,26,15,6,96,87,78,69,60,51,42,33,24,15
94,87,74,67,54,47,34,27,14,7,94,87,74,67,54,47,34,27,14,7,94,87,74,67,54,47,34,27,14,7,94,87,74,67,54,47,34,27,14,7,94,87,74,67,54,47,34,27,14,7,94,87,74,67,54,47,34,27,14,7,94,87,74,67,54,47,34,27,14,7,94,87,74,67,54,47,34,27,14,7,94,87,74,67,54,47,34,27,14,7,95,88,77,70,59,52,41,34,23,16
93,88,73,68,53,48,33,28,13,8,93,88,73,68,53,48,33,28,13,8,93,88,73,68,53,48,33,28,13,8,93,88,73,68,53,48,33,28,13,8,93,88,73,68,53,48,33,28,13,8,93,88,73,68,53,48,33,28,13,8,93,88,73,68,53,48,33,28,13,8,93,88,73,68,53,48,33,28,13,8,93,88,73,68,53,48,33,28,13,8,94,89,76,71,58,53,40,35,22,17
92,89,72,69,52,49,32,29,12,9,92,89,72,69,52,49,32,29,12,9,92,89,72,69,52,49,32,29,12,9,92,89,72,69,52,49,32,29,12,9,92,89,72,69,52,49,32,29,12,9,92,89,72,69,52,49,32,29,12,9,92,89,72,69,52,49,32,29,12,9,92,89,72,69,52,49,32,29,12,9,92,89,72,69,52,49,32,29,12,9,93,90,75,72,57,54,39,36,21,18
91,90,71,70,51,50,31,30,11,10,91,90,71,70,51,50,31,30,11,10,91,90,71,70,51,50,31,30,11,10,91,90,71,70,51,50,31,30,11,10,91,90,71,70,51,50,31,30,11,10,91,90,71,70,51,50,31,30,11,10,91,90,71,70,51,50,31,30,11,10,91,90,71,70,51,50,31,30,11,10,91,90,71,70,51,50,31,30,11,10,92,91,74,73,56,55,38,37,20,19
